row_idx	labels
1205	24=1;26=0.5;28=1;73=1;100=0.5;130=1
1206	12=1;21=1;48=1;137=1;210=0.5
1207	31=1;48=1;72=0.5;252=1
1208	4=1;6=1;14=1;39=1;61=1;81=1;97=1;118=1
1209	12=1;14=1;39=1;61=1;81=1;97=1;118=1
1210	14=1;26=1;32=1;39=1;61=1;79=1;81=1;97=1;118=1;147=1
1211	28=1;39=1;61=1;81=1;97=1;118=1
1212	24=1;46=1;53=0.5
1213	4=1;179=1
1214	12=1;22=0.5;67=1;179=1;183=1
1215	128=1;188=1
1216	27=1;28=1;82=1;84=1;161=1;212=1
1217	4=1;7=1
1218	4=1;8=1;176=1;198=1
1219	23=1;40=1;115=1;170=1
1220	24=1;26=1;28=1;45=1;177=1
1221	61=1;118=1;235=1
1222	12=1;13=1;98=1;100=1;173=0.5
1223	4=1;70=1;100=1
1224	100=1;101=1;144=1
1225	5=1;12=1;66=1;82=1;89=1;179=1;212=1
1226	24=1;89=1;119=1;212=1
1227	24=1;25=1;28=1;69=1;179=1;212=1
1228	31=1;35=1;77=1;165=1
1229	21=1;26=1;60=1;82=1;108=1
1230	24=1;25=1;60=1;68=1;82=1;85=1;108=1;129=1
1231	15=1;32=0.5;113=0.5;164=1
1232	128=1;147=1;188=1
1233	12=0.5;30=1;36=1;51=1;133=1
1234	24=1;28=1;30=1;36=1;69=1;77=1;95=1
1235	128=1;147=1;188=1
1236	12=0.5;44=1;84=1;143=1
1237	1=1;2=1;40=1;115=1;174=1
1238	15=1;40=1;115=1
1239	18=1;40=1;72=1;115=1;119=1;164=1;232=1
1240	12=1;45=1;60=1;105=1;109=1;177=1;208=0.5
1241	12=1;20=1;37=1;94=1;103=1
1242	4=1;7=1;22=1;45=1
1243	20=1;37=1;46=0.5;86=1;150=1;219=1
1244	24=1;26=1;28=1;37=1;69=1;130=1
1245	26=1;60=1;170=1;211=1
1246	24=1;26=1;36=1;60=1;73=1;130=1
1247	32=1;36=1;46=1;60=1;147=1;164=1
1248	26=1;60=1;170=1;211=1
1249	12=1;39=1;60=1;98=1;104=1;110=1;197=1
1250	12=1;45=1;60=1;197=1
1251	128=1;147=1;188=1
1252	38=1;82=1;125=1;224=1;253=1
1253	67=1;73=1;82=1;253=1
1254	34=0.5;38=1;82=1;116=1;224=1;253=1
1255	24=1;28=1;34=1;68=1;75=1;82=1;129=1;134=1;156=1;253=1
1256	24=1;27=1;29=0.5;38=1;82=1;120=0.5
1257	27=1;82=1
1258	27=1;29=1;38=1;82=1;253=1
1259	55=1;82=1;231=1;253=1
1260	31=1;73=1;82=1;119=1;224=1;253=1
1261	5=1;30=1;37=1;42=1;102=1;166=1
1262	12=1;44=0.5;73=0.5;104=1;146=1;147=0.5
1263	14=1;44=0.5;79=1;104=1
1264	4=1;6=1;20=1;44=1
1265	4=1;6=1;7=1;104=1
1266	14=1;26=0.5;78=1;104=1;150=1
1267	24=1;28=1;104=1
1268	24=1;28=1;69=1;104=1;147=1;201=1
1269	14=1;50=1;82=1;214=0.5;216=1
1270	147=0.5;188=1
1271	24=1;26=1;73=1;130=1
1272	128=1;147=1;188=1
1273	12=1;18=1;70=1
1274	31=1;40=1;115=1;207=1
1275	12=1;40=1;115=1;207=1
1276	23=1;39=1
1277	24=1;26=1;28=1;40=1;74=1;115=1;130=1;201=1;207=1
1278	128=1;147=1;188=1
1279	20=0.5;36=0.5
1280	5=1;20=1;123=0.5
1281	24=1;25=1;28=1;100=0.5;101=0.5
1282	44=1;73=1
1283	4=1;39=1;98=1;197=1
1284	12=1;39=1;44=1;98=1;197=1
1285	24=1;28=1;30=1;39=1;44=1;98=1;197=1
1286	15=1;27=1;82=1;156=1;177=1;208=1
1287	15=1;18=1;72=1;82=1;156=1;164=1;196=0.5;208=1
1288	4=1;56=0.5
1289	27=1;44=1;100=0.5;121=1;127=1
1290	4=1;44=1;100=0.5;120=1
1291	100=0.5;121=1;216=1
1292	28=1;39=1;82=1;97=1
1293	12=1;27=1;132=1
1294	23=1;38=1;132=1
1295	12=1;21=1;38=1
1296	24=1;25=1;28=1;38=1;177=1
1297	1=1;2=1;42=1;102=1;166=1
1298	38=1;42=1;102=1;166=1
1299	12=1;42=1;102=1;166=1
1300	26=1;38=1;42=1;102=1;166=1
1301	20=1;61=0.5;105=1;118=0.5
1302	190=1
1303	24=1;25=1;28=1;37=0.5;135=1
1304	4=1;39=0.5;42=0.5;48=1;137=1;222=0.5
1305	12=1;13=1;39=1;42=0.5;46=1;48=1;97=1;137=1
1306	12=1;13=1;19=1;44=1
1307	21=1;46=1;62=0.5;120=0.5
1308	24=1;28=1;42=1;46=1;48=1;102=1;166=1;177=0.5;222=1
1309	27=1;48=1;100=0.5;137=1;222=1
1310	15=0.5;38=1;180=1;221=1
1311	44=1;47=1;73=1;95=1
1312	4=1;7=1;95=1
1313	29=1;95=1
1314	12=1;16=1;44=1;73=1;95=1
1315	5=1;12=1;44=1
1316	12=1;19=1;44=1
1317	24=1;25=0.5;26=1;28=1;44=1;69=1;73=1;95=1
1318	1=1;3=1;43=1;50=1;110=1;111=1;153=1
1319	24=1;38=1;82=1;86=1
1320	1=1;2=1;42=1;102=1
1321	12=0.5;31=1;42=1;102=1;165=1
1322	4=1;5=1;42=1;102=1
1323	14=1;26=1;42=1;79=1;102=1;148=1
1324	34=1;42=1;75=1;102=1
1325	20=1;42=1;102=1
1326	21=1
1327	24=1;28=1;148=1
1328	20=1;24=1
1329	24=1;28=1;42=1;102=1
1330	4=1;5=1;8=1;120=1
1331	27=1
1332	4=1;121=1;154=1
1333	15=0.5;121=1;154=1
1334	180=0.5;190=1
1335	4=1;61=1;62=1;89=1;119=1;121=1;154=1
1336	15=1;81=0.5;154=1
1337	4=1;14=1;43=1;82=1;89=1;110=1;125=1;151=1
1338	4=1;7=1;43=1;110=1
1339	14=1;43=1;81=1;82=1;89=1;110=1;151=1;181=1
1340	190=1
1341	24=1;25=1;28=1;30=1;43=1;82=1;110=1;151=1;181=1
1342	3=1;43=1;64=1;91=1;110=1;171=1
1343	12=1;47=1;48=1;73=1;181=1;197=1;252=1
1344	20=1;37=1;80=1;116=0.5;150=1;194=1
1345	20=1;46=1;60=1;108=1
1346	20=1;23=1
1347	20=1;125=1
1348	5=1;137=1
1349	137=1;197=0.5
1350	137=1
1351	173=0.5;200=0.5
1352	1=1;49=0.5;173=1;200=1;256=0.5
1353	4=1
1354	19=0.5
1355	12=1;13=1;21=1;71=1
1356	21=1;173=0.5
1357	24=1;26=0.5;28=1;77=1
1358	28=1
1359	28=0.5
1360	24=1;28=1;100=0.5
1361	4=1;22=1;168=1
1362	1=1;2=1;42=1;102=1;166=1
1363	24=1;37=1;42=1;102=1;166=1
1364	4=1;8=1;29=1;37=1;90=1
1365	3=0.5;90=1;119=0.5;227=0.5
1366	12=1;22=1;37=1;42=1;102=1;166=1
1367	20=1;21=1;22=1;37=1;42=1;102=1
1368	24=1;25=1;26=1;28=1;37=1;42=1;102=1;166=1;177=1;199=0.5
1369	28=1;30=0.5
1370	12=1;21=1;39=1;210=1
1371	27=1;39=1;41=1;84=0.5;100=1;107=1;138=1;172=1;179=0.5
1372	10=1;84=1;131=1;137=1;154=1
1373	17=1;82=1;85=1;86=1;96=1;125=1;189=0.5
1374	2=1;38=1;50=1;82=1;111=1;153=1
1375	14=1;18=1;26=1;28=1;50=1;82=1;85=1;86=1;111=1;123=1
1376	17=1;20=1;38=1;82=1;84=1;85=1;156=1;161=1
1377	24=1;25=1;26=1;28=1;38=1;69=1;81=1;82=1;84=1;130=1;161=1
1378	23=1;39=1;72=1;97=1;195=1
1379	39=1;97=1;125=1
1380	1=1;39=1;97=1;100=0.5
1381	12=1;13=1;39=1;57=1;73=0.5;97=1
1382	4=1;7=1;39=1;97=1;186=1
1383	1=1;2=1;36=1;103=1
1384	23=1;204=1
1385	30=1;133=1;204=1
1386	4=1;95=1
1387	12=1;38=1;82=1;204=1
1388	12=1;17=1;37=1;60=1;103=1;150=1;159=1;176=1
1389	24=0.5;37=1;60=1;108=1
1390	12=1;13=1;17=1;20=1;60=1
1391	24=1;25=1;26=1;28=1;60=1;69=1;130=1
1392	20=1;45=1;103=1;170=1
1393	27=1;28=1;45=1;170=1
1394	12=1;23=1;43=1;110=1;111=1;132=1
1395	17=1;43=1;110=1;111=1;123=1
1396	2=1;3=1;42=1;102=1
1397	20=1;26=1;42=1;102=1;169=0.5
1398	27=1;42=1;102=1;166=1;222=0.5
1399	24=0.5;30=1;38=1;62=1;116=1
1400	4=1;7=1;42=1;81=0.5;169=1;222=0.5
1401	14=1;26=1;28=1;82=1;129=1
1402	23=1;225=0.5;256=0.5
1403	2=1;95=1;104=1;177=0.5
1404	12=1;13=1;44=1;82=1;85=1;104=1;161=1
1405	24=1;26=1;28=1;44=1;73=1;104=1;130=1
1406	16=1;67=1;82=1;183=1
1407	19=1;22=1;36=1;84=0.5;137=0.5;163=1;200=0.5
1408	26=1;34=1;35=1;46=1;238=1
1409	24=1;26=1;27=1;28=1;34=1;35=1;73=1;85=1;238=1
1410	24=1;26=1;27=1;34=1;35=1;221=1;238=1
1411	24=1;26=1;27=1;28=1;74=1;177=1;201=1;238=1
1412	24=1;28=1;35=1;73=1;231=1;238=1
1413	32=1;35=1;147=1;164=1;238=1
1414	12=1;37=1;109=1
1415	4=1;37=1;109=1
1416	23=1;39=1;57=1;98=1;100=1;138=1;145=1
1417	39=1;57=1;98=1;100=1;138=1;193=1
1418	98=1;100=1;101=1;138=1;144=1
1419	12=1;23=1;39=1;57=1;98=1;100=1;138=1;145=1
1420	39=1;57=1;98=1;100=1;138=1
1421	38=1;82=1;237=1
1422	12=0.5;66=1;82=1;179=0.5;212=1
1423	12=1;67=1;146=1;165=1
1424	28=1
1425	50=1;111=1;223=1
1426	50=1;112=1;187=1;223=1
1427	1=1;50=1;111=1;223=1
1428	24=1;38=1;82=1
1429	12=1;38=1;46=1;68=1;82=1;111=1;129=1;237=1
1430	27=1;38=1;82=1;237=1
1431	27=1;38=1;82=1;177=1;221=1;237=1;250=1
1432	4=1;29=1;38=1;82=1;120=1;221=1;237=1
1433	24=1;28=1;38=1;82=1;237=1
1434	24=1;25=1;26=1;37=1;60=1;68=1;82=1;108=1;177=1
1435	4=1;6=1;12=0.5;37=1;42=1;94=1;102=1;166=1
1436	37=0.5;60=0.5;103=0.5;177=1;208=0.5
1437	15=0.5;72=1;169=1
1438	128=1;147=1;188=1
1439	4=1;7=1;204=1;219=1;246=1
1440	17=1;18=1;123=1;204=1;219=1;246=1
1441	24=1;28=1;34=1;73=1;75=1;204=1;235=0.5
1442	24=1;26=1;73=1;130=1;204=1
1443	4=1;36=1;41=1;42=1;61=1;102=1;107=1;118=1
1444	1=1;2=1;39=1;97=1
1445	4=1;6=1;8=1;39=1;97=1
1446	39=1;97=1;125=1
1447	12=1;39=1;97=1;210=1
1448	20=1;36=1;82=1;84=1;125=1
1449	4=1;7=1;82=1;84=1;155=1
1450	4=1;7=1;82=1;84=1;155=1
1451	20=1;26=1;68=1;77=1;82=1;84=1;181=1
1452	24=1;26=1;28=1;130=1
1453	24=1;26=1;73=1;130=1;159=0.5
1454	128=1;147=1;188=1
1455	128=1;147=1;188=1
1456	1=1;86=1;205=1
1457	4=1;6=1;67=1;205=1
1458	14=1;26=1;79=1;81=1;205=1
1459	20=1;24=1;28=1;69=1;93=1;150=1
1460	125=0.5;143=0.5
1461	26=1;61=1;118=1;119=1;154=0.5
1462	12=1;34=0.5;50=1;82=1;103=1;125=0.5;185=0.5
1463	26=1;34=1;50=1;76=1;103=1;180=1
1464	12=1;45=1;57=0.5;106=0.5;148=0.5
1465	16=1;22=1;100=0.5;183=1
1466	27=1;45=1;57=1;100=0.5
1467	37=1;216=1
1468	2=1;100=0.5
1469	23=1;84=1;137=1;176=1;198=1
1470	1=1;84=1;137=1;176=1;198=1
1471	4=1;14=1;27=1;81=1;120=1
1472	12=1;22=1;57=1;82=1
1473	17=1;82=1
1474	24=1;26=1;28=1;68=1;77=1;82=1;130=1;177=1
1475	96=1;125=1
1476	4=1;96=1;100=0.5
1477	12=1;39=1;96=1;98=1;132=1;172=1
1478	31=1;73=1;96=1
1479	12=1;96=1
1480	12=1;67=1;96=1
1481	20=1;96=1
1482	12=1;13=1;24=1;25=1;28=1;69=1;77=1;96=1
1483	24=1;25=1;28=1;73=1;96=1
1484	1=1;3=1;31=1;61=1;118=1;119=1;227=1;233=1
1485	5=1;100=0.5
1486	24=0.5;30=1;45=1;93=1
1487	4=1;7=0.5;22=1;100=1
1488	48=1;100=1;121=0.5
1489	4=0.5;44=1;48=1;99=1;100=1
1490	22=1;45=1;48=1;57=1;100=1
1491	4=1;18=1;45=1;170=1;210=0.5
1492	21=1;45=1;101=1;170=1
1493	57=1;100=1;101=1;144=1
1494	12=1;13=1;36=1;82=0.5;84=1;96=1;163=1
1495	128=1;147=1;188=1
1496	24=1;25=1;37=1;38=1;60=1;68=1;82=1;108=1;129=1
1497	18=0.5;108=1;190=1
1498	18=0.5;72=1;108=1;177=1;190=1
1499	4=1;60=1;63=1;66=1;89=1;108=1;119=1;171=1
1500	128=1;147=1;188=1
1501	4=1;6=1;42=1;45=1;48=1;148=1;166=1;254=0.5
1502	15=0.5;46=1;150=1
1503	14=1;81=1;127=1;185=1
1504	4=1;47=1;64=1;91=1
1505	4=1;47=1;64=1;91=1;106=0.5
1506	24=1;25=1;26=1;57=1;64=1;91=1;100=1;130=1;231=1
1507	128=1;147=1;188=1
1508	1=1;3=1;37=1;62=1;119=1
1509	12=1;21=1;37=1;68=1;197=1
1510	27=1;28=1;37=1;65=1;77=1;93=1
1511	128=1;147=1;188=1
1512	20=1;24=1;26=1;28=1;42=1;102=1;166=1;177=1;236=1
1513	23=1;205=1
1514	4=1;6=1;24=0.5;205=1
1515	4=1;6=1;14=1;205=1
1516	12=1;46=1;70=1;150=1;205=1
1517	24=1;25=1;28=1
1518	24=1;28=1;38=1;205=1
1519	3=1;66=0.5;82=1;90=1;119=1;153=1;212=1
1520	1=1;4=1;6=1;87=1;201=0.5
1521	12=1;31=1;67=1;73=1;87=1
1522	12=1;20=1;24=0.5;27=1;82=1;85=1;87=1;158=0.5;181=1
1523	24=1;26=1;28=1;87=1;130=1
1524	24=1;26=1;87=1;216=1
1525	42=1;82=0.5;102=1;125=1;166=1;199=1
1526	27=1;37=1;42=1;62=1;102=1;127=1;166=1;185=1
1527	26=1;27=1;29=1;42=1;62=1;102=1;120=1;166=1
1528	24=1;28=1;42=1;62=1;102=1;166=1;171=0.5
1529	24=1;60=1;82=1;108=1;109=1;125=1
1530	128=1;188=1
1531	15=0.5;24=1;39=1;97=1
1532	23=1;36=1;206=0.5
1533	17=1;18=1;36=1;82=1;84=1;85=1;123=1
1534	12=1;39=1;86=1;141=0.5
1535	15=0.5;18=1;41=1;61=1;107=1;186=1
1536	28=1;50=1;121=1;216=1;232=1
1537	1=1;2=1;42=1;102=1;166=1;169=0.5
1538	17=1;18=1;21=1;37=1;42=1;60=0.5;102=1;166=1
1539	12=1;17=1;37=1;42=1;102=1;159=1;166=1
1540	14=1;26=1;37=1;42=1;79=1;102=1
1541	14=1;32=1;37=1;42=1;102=1;147=1;166=1
1542	24=1;25=1;28=1;37=1;42=1;102=1;166=1
1543	1=1;2=1;168=1
1544	1=1;61=1;72=1;168=1
1545	31=1;168=1
1546	12=1;150=0.5;168=1
1547	14=0.5;17=1;26=1;168=1
1548	31=1;32=1;128=0.5;147=1;188=0.5
1549	19=1;27=1;82=0.5;89=1;171=1;179=1
1550	27=1;43=1;66=1;89=1;171=1;179=1
1551	43=1;66=1;82=1;87=1;89=1;151=1
1552	27=1;66=1;82=1;89=1;179=1;212=1
1553	128=1;147=1;188=1
1554	4=1;7=1;82=1;155=1;179=1
1555	12=1;20=1;31=1;73=1;82=1;88=1;181=1;206=1
1556	17=1;20=1;24=1;25=1;26=1;28=1;38=1;73=1;82=1;88=1;122=1;130=1;206=1
1557	16=1;31=1;39=0.5;98=0.5
1558	216=1
1559	57=1;98=1;100=1;145=1
1560	98=1;100=1;158=0.5
1561	12=1;73=1;98=1;100=1;101=0.5
1562	31=1;82=1;84=1;227=1
1563	22=1;168=1;216=1;227=1
1564	10=1;39=1;82=1;97=1
1565	10=1;39=1;82=1;97=1;195=1
1566	10=1;67=1
1567	12=1;14=0.5;39=1;82=1;97=1;156=1;195=1;204=1
1568	14=1;39=1;68=1;82=1;97=1;156=1
1569	24=1;26=1;28=1;41=0.5;107=0.5;130=1
1570	128=1;188=1
1571	24=1;26=1;28=1;45=1;90=1;170=1;177=1;236=1
1572	4=1;41=1;107=1
1573	12=1;13=1;20=1;37=1;41=1;94=1;107=1;109=1
1574	10=1;61=1;118=1
1575	61=1;82=1;118=1;138=1
1576	61=1;81=0.5;118=1;179=1
1577	61=1;118=1;138=1;179=1
1578	24=1;27=1;28=1;61=1;118=1;179=1
1579	24=1;25=1;27=1;29=1;61=1;118=1;120=1
1580	24=1;28=1;61=1;118=1
1581	42=1;45=1;46=1;102=1;166=1;174=1
1582	50=1;98=1;100=1;112=1;187=1;214=1
1583	1=1;2=1;45=1;103=1;202=1
1584	24=0.5;26=1;28=1;48=1;177=1;252=1
1585	24=1;25=0.5;28=1;48=1;69=1;77=1;252=1
1586	27=1;48=1;252=1
1587	15=0.5;44=1;125=1
1588	24=1;28=1;44=1
1589	24=1;30=1;44=1
1590	67=1;73=1;88=1;159=0.5
1591	4=1;15=0.5;88=1
1592	27=1;88=1
1593	26=0.5;27=1;28=1;88=1
1594	4=1;12=1;46=1;82=1;150=1
1595	24=1;26=1;28=1;68=1;82=1;88=1;130=1
1596	128=1;147=1;188=1
1597	24=1;26=1;28=1;73=1;86=1;130=1;177=1
1598	12=1;37=1;43=1;62=1;110=1;177=0.5
1599	12=1;20=1;37=1;43=0.5
1600	24=1;26=1;28=1;130=1;177=1
1601	4=1;8=1;40=1;115=1;204=1;207=1
1602	12=0.5;40=1;115=1;207=1
1603	4=1;6=1;40=1;115=1;204=1;207=1
1604	12=1;38=1;40=1;82=1;207=1
1605	17=1;18=1;20=1;38=1;40=1;82=1;84=1;86=1;123=1;161=1;207=1
1606	12=1;13=1;40=1;207=1
1607	40=1;161=1;207=1;212=1
1608	24=1;28=1;33=1;40=1;74=1;115=1;201=1;207=1
1609	2=1;41=1;107=1
1610	5=1;12=1;41=1;82=1;107=1;173=1;218=1
1611	17=1;41=1;82=1;96=1;107=1
1612	2=1;31=1;41=1;53=0.5;107=1
1613	4=1;36=1
1614	4=1;15=0.5;36=1;163=1
1615	53=0.5;82=1;163=1
1616	4=1;22=1;66=1;82=1;212=1
1617	38=1;82=1;87=1;98=1;163=1
1618	12=1;62=1;82=1;119=1;161=1;163=1
1619	24=0.5;57=1;100=1;163=1
1620	18=1;24=1;25=1;28=1;36=1;85=1;123=1
1621	19=1;44=1;99=1;100=1;144=1
1622	44=1;57=1;100=1
1623	12=1;22=1;44=1;57=1;100=1;191=1
1624	24=1;25=1;100=1
1625	24=1;43=1;110=1
1626	4=1;15=0.5;37=1;43=1;110=1
1627	4=1;37=1;43=1;110=1
1628	4=1;37=1;43=1;110=1;127=1
1629	12=1;13=1;17=1;18=1;36=1;37=1;43=1;110=1
1630	24=1;25=1;28=1;37=1;43=1;110=1
1631	24=1;28=1;37=1;43=1;69=1;73=1;110=1;177=1
1632	2=1;38=1;82=1;125=1;201=1
1633	12=1;14=1;18=1;38=1;82=1;87=0.5;122=1;123=1;141=1;201=1
1634	26=1;28=1;82=1;156=1
1635	31=1;164=1;201=1;234=1
1636	1=1;2=1;3=1;103=1;170=1
1637	4=1;8=1;93=1;103=1;170=1
1638	12=1;13=1;16=1;82=1;93=1;103=1;170=1
1639	24=1;26=1;28=1;130=1;177=1
1640	12=0.5;85=1;156=1;173=1;218=1
1641	128=1;147=1;188=1
1642	14=0.5;20=1;26=1;28=1;46=1;78=1;104=1;150=1;177=0.5
1643	31=1;104=1;183=1
1644	4=1;60=1;82=1;108=1;211=1
1645	14=1;17=1;37=1;60=1;108=1;109=1;159=1;211=1
1646	24=1;28=1;37=1;38=1;53=0.5;60=1;82=1;108=1;109=1;211=1
1647	4=1;20=1;34=1;82=1;200=1
1648	28=1;77=1;201=1
1649	24=1;25=1;26=1;28=1;74=1;130=1;201=1
1650	4=1;6=1;14=1;38=1;116=1
1651	14=1;38=1;116=1;127=1
1652	14=1;38=1;116=1;147=1
1653	4=1;8=1;20=1;41=1;107=1
1654	27=1;28=1;37=1;41=1;107=1;176=1
1655	12=1;13=1;30=1;37=1;41=1;107=1;176=1
1656	21=1;37=1;41=1;107=1;176=1
1657	24=1;26=1;28=1;30=1;41=1;77=1;78=1;93=1;107=1
1658	12=1;13=1;24=1;25=1;61=1;118=1;170=1
1659	31=0.5
1660	128=1;147=1;188=1
1661	12=1;18=1;38=1;43=1;110=1
1662	12=1;43=1;82=1;85=1;110=1;152=1;156=1;217=1
1663	17=1;72=1;152=1;218=0.5
1664	72=1;152=1
1665	24=1;34=1;82=1;85=1;134=1;152=1
1666	26=1;27=1;82=1;152=1;156=1;177=1;184=0.5
1667	24=1;28=1;73=1;82=1;152=1;156=1;220=1
1668	1=1;2=1;37=1;42=1;102=1;166=1
1669	12=1;37=1;94=1;166=0.5;183=1
1670	24=1;38=1;82=1
1671	23=1;82=1;179=1
1672	26=1;27=1;82=1;179=1
1673	27=1;82=1;179=1
1674	1=1;2=1;7=1;37=1;42=1;102=1;148=1;166=1
1675	15=0.5;37=1;42=1;102=1
1676	4=1;37=1;42=1;102=1
1677	12=1;13=1;37=1;42=1;102=1
1678	17=1;20=1;37=1;42=1
1679	12=1;20=1;37=1;42=1;60=0.5
1680	12=1;19=1;37=1;42=1;60=0.5;102=1
1681	14=1;26=1;37=1;42=1;79=1;102=1;127=1;185=1
1682	4=1;65=1;82=1;156=1;233=0.5
1683	1=1;12=0.5;65=1;82=1;156=1
1684	15=0.5;65=1;81=1
1685	4=1
1686	24=0.5;27=1;29=1;65=1;69=1
1687	12=1;20=1;36=1;41=1;62=1;89=1;107=1;150=1;171=1;198=1
1688	12=1;37=1;41=1;60=1;108=1;127=1;171=1;185=0.5
1689	128=1;147=1;188=1
1690	86=1;219=1
1691	41=1;46=1;107=1;109=1
1692	17=1;37=1;38=1;41=1;60=1;107=1;109=1
1693	12=1;13=1;41=1;107=1;109=1;161=1;200=1
1694	12=1;17=1;41=1;73=0.5;107=1;109=1;161=1
1695	20=1;41=1;107=1;109=1;161=1
1696	24=1;28=1;41=1;66=1;78=1;107=1;109=1
1697	24=1;28=1;41=1;46=1;77=1;107=1;109=1;176=1
1698	128=1;147=1;188=1
1699	15=0.5;35=1;82=1;85=1;165=1
1700	12=1;23=1;82=1;85=1;132=1
1701	35=1;82=1;85=1;165=1
1702	27=1;60=1;82=1;85=1;105=1
1703	24=1;28=1;34=1;60=1;75=1;82=1;85=1;105=1;134=1
1704	128=1;147=1;188=1
1705	24=1;38=1;82=1
1706	4=1;7=1;82=1;88=1;155=1;186=1
1707	12=1;26=1;73=1;82=1;88=1;130=1
1708	17=1;21=1;82=1;88=1
1709	4=1;7=1;82=1;88=1
1710	12=1;73=1
1711	24=1;26=1;28=1;73=1;82=1;88=1;130=1
1712	4=1;63=1;180=1
1713	4=1;15=1;63=1;82=1;164=1
1714	12=1;13=1;45=1;93=1;102=0.5;148=1
1715	27=1;61=1;118=1;127=1;185=0.5
1716	24=1;25=1;28=1;45=1;68=1;77=1
1717	26=1;28=1;30=1;77=1;94=0.5
1718	12=1;13=1;41=1;73=1;107=1
1719	1=1;41=1;60=1;107=1;148=1
1720	10=1;60=1;107=1;148=1
1721	4=1;7=0.5;21=1;60=1;107=1;133=0.5
1722	12=1;13=1;21=1;41=1;60=1;107=1;148=1
1723	8=1;21=1;27=1;28=1;60=1
1724	27=1;28=1;60=1;178=1
1725	14=1;30=1;46=1;60=1;77=1;147=1;150=1
1726	24=1;25=1;28=1;37=1;41=1;60=1;68=1;107=1
1727	19=1;36=1;44=1;62=1;231=1
1728	19=1;36=1;44=1;231=1;251=1
1729	22=1;36=1;44=1
1730	20=1;31=1;36=1;44=1;61=1;118=1;231=1;251=1
1731	24=1;28=1;69=1;73=1
1732	2=1;36=1;41=1;107=1
1733	12=1;36=1;48=1;186=1;252=1
1734	26=1;28=1;48=1;78=1;186=1;252=1
1735	16=1;31=1;67=1;252=1
1736	20=1;252=1
1737	36=1;48=1;67=1;186=1;252=1
1738	23=1;201=0.5
1739	12=1;20=1
1740	1=1;3=1;31=1;41=1;62=1;101=1;107=1;171=1
1741	3=1;36=1;62=1;101=1;171=1
1742	20=1;36=1;93=1;171=1
1743	24=1;25=1;36=1;67=1;73=1
1744	4=1;171=1
1745	17=1;27=1;36=1;171=1;197=0.5
1746	28=1;41=1;171=1
1747	1=1;6=1;38=1;100=1;125=1
1748	4=1;6=1;116=1
1749	128=1;147=1;188=1
1750	1=1;41=1;107=1
1751	12=1;18=1;36=1;41=1;44=1;57=1;100=1;107=1;122=1;123=1;191=0.5
1752	24=1;25=1;28=1;41=1;69=1;77=1;107=1
1753	23=1;60=1;82=1;105=1;108=1;109=1;131=0.5
1754	4=1;5=1;37=1;46=1;109=1;174=1
1755	20=1;37=1;46=1;109=1
1756	11=1;41=0.5;104=0.5
1757	24=1;25=1;26=1;28=1;69=1;73=1;130=1
1758	35=1;82=1;85=1;125=1;173=1;217=1;218=1
1759	23=1;82=1;85=1;217=1
1760	12=1;23=1;44=1;82=1;85=1;173=1;218=1
1761	1=1;3=1;30=1;82=1;171=1
1762	27=1;82=1;89=1;110=0.5;117=1;153=1;179=1;235=1
1763	4=1;6=1;49=1;81=0.5
1764	26=1;34=1;49=1;75=1;76=1;167=1
1765	24=1;28=1;35=1;49=1;167=1;173=1
1766	4=1;21=0.5;176=0.5
1767	2=1;46=1;125=0.5
1768	2=1;46=1;78=1
1769	10=1;48=1
1770	10=1;48=1
1771	10=1;164=0.5
1772	14=1;38=1;116=1
1773	26=1;28=1;34=1;38=1;79=1;116=1
1774	24=1;26=1;28=1;38=1;177=1
1775	24=1;73=1;181=1
1776	4=1;36=1;93=1
1777	4=1;36=1;93=1
1778	12=1;22=1;36=1;198=1
1779	30=1;31=1;67=1;93=1;183=1
1780	40=0.5;115=0.5;174=1
1781	39=1;73=1;85=1;96=1;97=1
1782	1=1;2=1;42=1;102=1;166=1
1783	18=1;20=1;21=1;22=1;36=1;37=1;42=1;46=1;60=1;90=1;102=1;122=1;123=1;159=1;166=1
1784	28=1;37=1;42=1;102=1;166=1
1785	128=1;147=1;188=1
1786	24=1;28=1;44=1;69=1;231=1
1787	1=1;6=1;37=1;94=1;125=1
1788	12=1;37=1;121=0.5
1789	18=1;19=1;57=1;123=1
1790	19=1;57=1;190=0.5
1791	57=1;100=0.5
1792	20=1;37=1
1793	21=0.5;24=0.5
1794	37=1;127=1;176=1;185=0.5
1795	24=0.5;26=1;28=1;37=1;53=0.5;73=1;128=1;147=1;188=1
1796	2=1;35=1;82=0.5;85=1;168=1;173=1;201=1;256=0.5
1797	24=0.5;43=0.5;110=1;194=1
1798	12=1;67=1
1799	18=1;26=1
1800	4=1;6=1;125=1
1801	31=1;35=1;61=1;75=1;119=1;165=1
1802	49=1;72=1;165=1
1803	128=1;147=1;188=1
1804	24=1;35=1;75=1;117=1;165=1;174=1
1805	23=1;117=1;180=1
1806	4=1;117=1;180=1
1807	5=1;117=1;180=1
1808	18=1;24=1;27=1;75=0.5;105=1;117=1;180=1;221=1
1809	4=1;42=1;47=1;102=1;166=1;199=0.5
1810	15=1;42=1;47=1;102=1;166=1
1811	3=1;4=1;6=1;7=1;8=1;42=1;47=1;63=1;64=1;91=1;102=1;120=1;166=1
